location_id,activity_date,revenue_amount
L179,2024-01-18,48.37
L153,2024-01-15,159.61
L163,2024-01-29,143.18
L135,2024-01-21,161.68
L080,2024-01-30,90.06
L139,2024-01-08,202.15
L114,2024-01-10,94.62
L067,2024-01-05,79.38
L001,2024-01-17,204.77
L035,2024-01-12,75.26
L137,2024-01-01,173.5
L126,2024-01-25,121.88
L003,2024-01-25,110.46
L075,2024-01-20,61.65
L002,2024-01-18,96.54
L106,2024-01-29,142.34
L102,2024-01-08,45.0
L189,2024-01-21,100.48
L097,2024-01-08,69.43
L109,2024-01-21,63.69
L196,2024-01-26,227.94
L178,2024-01-22,71.61
L167,2024-01-24,135.33
L069,2024-01-14,51.06
L018,2024-01-06,38.47
L029,2024-01-21,116.56
L116,2024-01-09,176.62
L126,2024-01-07,83.56
L039,2024-01-02,242.58
L006,2024-01-06,243.22
L073,2024-01-09,35.63
L113,2024-01-24,7.01
L024,2024-01-05,8.61
L056,2024-01-11,107.96
L128,2024-01-12,118.6
L009,2024-01-11,24.65
L193,2024-01-05,18.73
L199,2024-01-13,22.49
L121,2024-01-06,52.09
L065,2024-01-27,98.49
L004,2024-01-04,243.78
L183,2024-01-08,99.28
L114,2024-01-08,185.72
L009,2024-01-07,117.9
L198,2024-01-04,132.68
L054,2024-01-16,100.34
L080,2024-01-30,84.15
L162,2024-01-24,15.34
L141,2024-01-17,34.92
L124,2024-01-21,78.21
L093,2024-01-29,17.76
L171,2024-01-07,243.45
L061,2024-01-21,111.37
L004,2024-01-06,199.63
L150,2024-01-04,101.97
L063,2024-01-01,242.36
L149,2024-01-26,174.23
L177,2024-01-20,42.97
L198,2024-01-03,65.94
L128,2024-01-03,173.06
L087,2024-01-30,242.56
L195,2024-01-21,19.71
L092,2024-01-21,42.71
L138,2024-01-26,31.31
L125,2024-01-08,82.6
L143,2024-01-26,162.94
L089,2024-01-26,223.49
L188,2024-01-07,10.23
L097,2024-01-12,182.48
L065,2024-01-29,14.67
L181,2024-01-15,141.96
L139,2024-01-23,125.07
L146,2024-01-06,138.19
L083,2024-01-24,119.76
L154,2024-01-30,215.84
L042,2024-01-03,135.13
L116,2024-01-10,205.76
L139,2024-01-12,116.25
L199,2024-01-21,128.96
L188,2024-01-06,221.32
L159,2024-01-28,94.2
L159,2024-01-08,83.57
L017,2024-01-22,241.95
L100,2024-01-07,133.4
L128,2024-01-25,140.11
L157,2024-01-10,84.04
L165,2024-01-11,32.06
L134,2024-01-22,21.34
L034,2024-01-06,219.01
L052,2024-01-04,123.92
L026,2024-01-02,144.9
L100,2024-01-22,125.03
L160,2024-01-23,149.62
L013,2024-01-12,59.08
L184,2024-01-03,8.21
L054,2024-01-21,125.39
L021,2024-01-15,201.25
L016,2024-01-12,141.71
L107,2024-01-27,95.42
L182,2024-01-02,206.79
L069,2024-01-17,14.96
L019,2024-01-27,79.46
L056,2024-01-17,28.79
L186,2024-01-08,135.26
L049,2024-01-07,133.92
L064,2024-01-19,158.2
L046,2024-01-18,188.55
L107,2024-01-24,30.85
L164,2024-01-19,92.7
L118,2024-01-23,167.98
L027,2024-01-06,199.15
L141,2024-01-13,128.65
L169,2024-01-06,135.81
L154,2024-01-15,233.71
L081,2024-01-18,247.91
L084,2024-01-28,96.07
L196,2024-01-21,110.49
L186,2024-01-11,154.06
L145,2024-01-18,57.41
L197,2024-01-18,231.91
L066,2024-01-12,240.6
L115,2024-01-13,5.05
L009,2024-01-10,150.96
L133,2024-01-05,248.39
L078,2024-01-01,78.58
L057,2024-01-07,214.65
L006,2024-01-25,206.38
L177,2024-01-27,72.61
L142,2024-01-17,141.3
L147,2024-01-05,28.1
L118,2024-01-12,43.25
L068,2024-01-12,222.96
L064,2024-01-08,67.78
L077,2024-01-03,144.77
L146,2024-01-30,58.27
L020,2024-01-24,84.55
L124,2024-01-06,124.63
L177,2024-01-23,146.18
L025,2024-01-20,162.35
L010,2024-01-24,203.04
L098,2024-01-03,196.13
L198,2024-01-11,90.24
L112,2024-01-14,232.91
L031,2024-01-28,193.75
L192,2024-01-21,213.12
L003,2024-01-21,195.47
L098,2024-01-02,79.67
L011,2024-01-11,137.28
L039,2024-01-11,128.09
L057,2024-01-05,17.38
L188,2024-01-13,242.9
L193,2024-01-20,145.94
L024,2024-01-08,110.82
L101,2024-01-05,37.39
L022,2024-01-16,145.0
L013,2024-01-18,102.8
L022,2024-01-13,127.95
L199,2024-01-23,36.94
L035,2024-01-16,142.03
L125,2024-01-13,164.8
L051,2024-01-18,155.92
L189,2024-01-17,65.33
L019,2024-01-09,195.31
L083,2024-01-22,231.41
L023,2024-01-04,169.58
L109,2024-01-12,90.34
L083,2024-01-12,150.5
L007,2024-01-25,79.68
L090,2024-01-20,206.29
L114,2024-01-20,40.73
L012,2024-01-30,205.45
L052,2024-01-22,96.59
L194,2024-01-24,213.93
L029,2024-01-24,18.36
L159,2024-01-30,41.18
L074,2024-01-01,89.1
L029,2024-01-10,115.27
L006,2024-01-11,56.21
L138,2024-01-07,54.93
L134,2024-01-25,68.37
L124,2024-01-20,183.83
L037,2024-01-23,176.2
L005,2024-01-13,147.84
L170,2024-01-17,15.65
L044,2024-01-02,74.58
L179,2024-01-20,71.46
L120,2024-01-21,236.57
L018,2024-01-13,166.79
L170,2024-01-28,228.65
L093,2024-01-28,31.43
L075,2024-01-28,221.43
L099,2024-01-08,245.05
L131,2024-01-23,29.4
L081,2024-01-16,217.36
L137,2024-01-03,50.67
L129,2024-01-15,142.37
L183,2024-01-01,14.74
L136,2024-01-10,86.72
L101,2024-01-24,43.47
L089,2024-01-22,91.22
L161,2024-01-10,62.87
L129,2024-01-09,203.91
L161,2024-01-09,220.28
L008,2024-01-18,237.53
L058,2024-01-05,88.74
L101,2024-01-22,38.63
L187,2024-01-13,132.58
L174,2024-01-20,218.81
L176,2024-01-08,107.25
L147,2024-01-05,109.48
L080,2024-01-30,153.32
L115,2024-01-18,37.28
L168,2024-01-05,147.35
L176,2024-01-26,54.57
L036,2024-01-10,173.69
L135,2024-01-30,38.14
L198,2024-01-05,165.78
L145,2024-01-30,43.72
L018,2024-01-18,135.58
L185,2024-01-04,50.11
L038,2024-01-24,12.22
L082,2024-01-29,243.36
L106,2024-01-10,113.54
L164,2024-01-30,185.89
L039,2024-01-25,51.04
L034,2024-01-06,11.42
L157,2024-01-20,70.38
L146,2024-01-20,61.57
L060,2024-01-08,173.41
L092,2024-01-03,173.59
L123,2024-01-05,128.07
L155,2024-01-16,179.44
L096,2024-01-06,213.77
L126,2024-01-16,38.69
L050,2024-01-08,12.9
L196,2024-01-01,231.73
L106,2024-01-08,186.88
L052,2024-01-25,55.12
L046,2024-01-30,238.9
L113,2024-01-28,156.18
L177,2024-01-11,217.36
L064,2024-01-14,104.19
L011,2024-01-20,185.16
L098,2024-01-24,81.66
L157,2024-01-24,145.12
L138,2024-01-17,162.14
L181,2024-01-26,14.44
L028,2024-01-15,116.94
L011,2024-01-29,248.98
L133,2024-01-18,101.92
L189,2024-01-02,141.64
L133,2024-01-25,159.51
L013,2024-01-07,76.34
L102,2024-01-29,79.62
L074,2024-01-15,45.79
L076,2024-01-20,230.16
L177,2024-01-17,226.4
L119,2024-01-27,163.29
L024,2024-01-24,127.66
L047,2024-01-25,148.43
L179,2024-01-18,38.15
L106,2024-01-11,115.47
L046,2024-01-15,149.63
L183,2024-01-29,54.47
L117,2024-01-03,66.27
L178,2024-01-21,227.25
L042,2024-01-23,184.65
L024,2024-01-04,178.03
L163,2024-01-12,25.9
L182,2024-01-13,183.08
L131,2024-01-20,237.69
L097,2024-01-18,98.25
L197,2024-01-06,228.5
L145,2024-01-28,166.58
L039,2024-01-06,217.86
L046,2024-01-25,179.45
L108,2024-01-10,80.83
L197,2024-01-15,75.75
L047,2024-01-04,225.14
L052,2024-01-01,157.53
L065,2024-01-01,117.37
L128,2024-01-18,202.83
L156,2024-01-29,125.9
L056,2024-01-19,166.57
L117,2024-01-14,113.26
L154,2024-01-20,6.61
L141,2024-01-09,156.84
L143,2024-01-27,207.19
L013,2024-01-06,41.32
L168,2024-01-12,14.0
L009,2024-01-22,146.63
L155,2024-01-10,86.12
L023,2024-01-02,31.68
L046,2024-01-06,169.66
L157,2024-01-22,174.42
L153,2024-01-19,197.89
L046,2024-01-15,188.59
L093,2024-01-30,13.78
L197,2024-01-10,84.09
L098,2024-01-27,21.58
L110,2024-01-27,139.87
L075,2024-01-16,37.96
L178,2024-01-28,72.23
L135,2024-01-14,133.54
L179,2024-01-07,154.95
L028,2024-01-19,183.78
L162,2024-01-17,246.86
L124,2024-01-24,173.72
L181,2024-01-10,109.63
L082,2024-01-09,133.72
L160,2024-01-12,232.14
L158,2024-01-19,126.62
L187,2024-01-21,126.95
L047,2024-01-29,154.3
L182,2024-01-10,244.92
L001,2024-01-04,10.88
L161,2024-01-26,33.89
L054,2024-01-26,155.75
L107,2024-01-14,16.15
L090,2024-01-18,202.48
L055,2024-01-01,161.95
L177,2024-01-10,67.33
L018,2024-01-10,78.57
L141,2024-01-11,192.92
L030,2024-01-22,86.65
L102,2024-01-24,144.39
L008,2024-01-27,48.03
L085,2024-01-27,87.79
L173,2024-01-16,229.46
L010,2024-01-21,38.26
L040,2024-01-21,117.85
L138,2024-01-29,87.1
L106,2024-01-30,186.93
L134,2024-01-10,143.41
L174,2024-01-11,141.02
L005,2024-01-07,146.46
L085,2024-01-26,229.47
L091,2024-01-03,242.56
L072,2024-01-27,12.64
L097,2024-01-21,135.9
L043,2024-01-19,153.39
L048,2024-01-20,33.63
L193,2024-01-10,177.79
L081,2024-01-23,12.75
L106,2024-01-03,126.78
L061,2024-01-12,115.72
L078,2024-01-07,133.65
L045,2024-01-04,96.68
L010,2024-01-25,54.51
L024,2024-01-15,128.97
L124,2024-01-29,127.51
L049,2024-01-11,231.29
L188,2024-01-28,133.29
L199,2024-01-11,40.11
L026,2024-01-27,245.66
L133,2024-01-22,248.22
L053,2024-01-24,13.96
L100,2024-01-23,216.88
L030,2024-01-01,81.19
L012,2024-01-22,212.79
L023,2024-01-11,119.38
L012,2024-01-04,132.54
L169,2024-01-24,81.56
L148,2024-01-25,81.48
L054,2024-01-11,54.14
L074,2024-01-09,135.41
L198,2024-01-15,169.43
L070,2024-01-05,43.59
L030,2024-01-01,239.78
L144,2024-01-17,30.08
L139,2024-01-12,139.59
L070,2024-01-05,236.1
L073,2024-01-19,64.98
L019,2024-01-10,155.25
L087,2024-01-18,113.69
L034,2024-01-01,120.33
L173,2024-01-02,30.95
L014,2024-01-03,109.48
L046,2024-01-23,151.05
L152,2024-01-21,209.86
L180,2024-01-15,156.0
L080,2024-01-11,205.27
L183,2024-01-25,169.36
L137,2024-01-03,243.55
L194,2024-01-25,119.1
L034,2024-01-03,204.15
L179,2024-01-15,28.83
L080,2024-01-22,162.88
L197,2024-01-15,120.28
L058,2024-01-05,215.97
L158,2024-01-09,228.65
L101,2024-01-06,176.41
L171,2024-01-11,198.25
L084,2024-01-15,124.44
L017,2024-01-16,32.66
L123,2024-01-15,212.21
L073,2024-01-25,90.41
L148,2024-01-05,129.45
L104,2024-01-27,180.0
L028,2024-01-11,141.26
L019,2024-01-26,79.02
L119,2024-01-13,149.68
L062,2024-01-20,64.7
L041,2024-01-16,99.04
L088,2024-01-07,204.41
L152,2024-01-14,197.16
L112,2024-01-19,197.9
L140,2024-01-23,62.86
L170,2024-01-22,24.08
L183,2024-01-19,210.0
L030,2024-01-19,151.04
L084,2024-01-18,28.93
L114,2024-01-06,80.47
L104,2024-01-03,151.57
L176,2024-01-27,151.12
L098,2024-01-11,126.1
L170,2024-01-02,27.18
L036,2024-01-29,147.29
L194,2024-01-21,203.41
L194,2024-01-05,166.92
L116,2024-01-18,76.42
L158,2024-01-19,114.55
L053,2024-01-22,219.97
L077,2024-01-19,199.61
L174,2024-01-10,230.03
L112,2024-01-23,245.73
L089,2024-01-03,147.77
L157,2024-01-17,104.03
L033,2024-01-28,77.08
L095,2024-01-29,139.48
L014,2024-01-01,177.32
L092,2024-01-04,216.01
L008,2024-01-08,110.77
L152,2024-01-13,158.18
L183,2024-01-13,104.48
L112,2024-01-18,56.75
L045,2024-01-16,39.07
L143,2024-01-13,211.62
L093,2024-01-27,107.22
L074,2024-01-28,169.17
L035,2024-01-01,22.58
L005,2024-01-05,181.73
L125,2024-01-22,112.0
L035,2024-01-03,38.62
L107,2024-01-28,116.73
L179,2024-01-20,232.93
L160,2024-01-06,116.33
L109,2024-01-18,205.92
L099,2024-01-12,60.31
L109,2024-01-20,6.82
L128,2024-01-28,184.07
L183,2024-01-17,70.97
L140,2024-01-19,94.91
L010,2024-01-19,123.4
L095,2024-01-04,147.17
L177,2024-01-03,39.81
L188,2024-01-17,245.98
L193,2024-01-25,73.46
L133,2024-01-03,133.22
L157,2024-01-03,65.08
L162,2024-01-24,167.62
L172,2024-01-03,172.6
L139,2024-01-26,147.01
L157,2024-01-02,226.38
L137,2024-01-25,7.64
L117,2024-01-17,226.98
L147,2024-01-24,86.22
L091,2024-01-26,77.18
L043,2024-01-02,175.29
L153,2024-01-24,79.5
L145,2024-01-09,20.05
L122,2024-01-19,46.42
L014,2024-01-22,247.64
L189,2024-01-20,11.69
L125,2024-01-03,36.07
L020,2024-01-28,197.02
L065,2024-01-05,155.87
L071,2024-01-28,67.95
L190,2024-01-04,152.94
L152,2024-01-24,42.03
L115,2024-01-12,202.92
L067,2024-01-26,176.69
L125,2024-01-06,200.85
L009,2024-01-11,246.1
L038,2024-01-20,233.82
L040,2024-01-27,126.51
L106,2024-01-25,98.88
L170,2024-01-15,182.87
L043,2024-01-07,146.55
L089,2024-01-02,162.35
L194,2024-01-27,33.42
L043,2024-01-15,102.69
L078,2024-01-16,187.81
L193,2024-01-30,135.47
L098,2024-01-22,177.87
L122,2024-01-09,40.56
L112,2024-01-01,75.75
L115,2024-01-13,171.23
L136,2024-01-22,239.19
L025,2024-01-30,135.17
L091,2024-01-28,110.79
L167,2024-01-28,71.78
L070,2024-01-09,201.57
L066,2024-01-21,148.12
L119,2024-01-25,170.45
L062,2024-01-24,169.61
L198,2024-01-07,132.39
L174,2024-01-23,248.34
L081,2024-01-18,7.59
L003,2024-01-27,21.65
L106,2024-01-04,133.69
L176,2024-01-15,91.12
L186,2024-01-10,66.71
L009,2024-01-01,156.75
L015,2024-01-20,165.87
L056,2024-01-20,161.33
L182,2024-01-04,26.16
L155,2024-01-05,97.11
L196,2024-01-29,163.74
L048,2024-01-29,32.16
L048,2024-01-09,77.17
L170,2024-01-30,23.55
L117,2024-01-30,248.84
L197,2024-01-14,174.59
L171,2024-01-25,193.68
L066,2024-01-06,196.28
L071,2024-01-25,20.28
L100,2024-01-11,249.01
L067,2024-01-27,69.84
L113,2024-01-03,125.47
L052,2024-01-20,101.2
L166,2024-01-16,31.57
L139,2024-01-25,110.66
L158,2024-01-21,31.03
L114,2024-01-23,68.45
L009,2024-01-03,22.25
L187,2024-01-09,195.42
L005,2024-01-29,126.94
L168,2024-01-21,5.21
L010,2024-01-22,100.67
L039,2024-01-23,85.81
L101,2024-01-19,5.91
L182,2024-01-25,125.22
L112,2024-01-13,211.79
L200,2024-01-26,197.42
L139,2024-01-08,5.81
L177,2024-01-27,196.06
L032,2024-01-19,136.15
L092,2024-01-11,172.05
L103,2024-01-02,159.91
L166,2024-01-03,94.51
L088,2024-01-03,211.09
L195,2024-01-25,76.04
L052,2024-01-06,140.85
L099,2024-01-22,51.8
L179,2024-01-13,224.63
L162,2024-01-23,93.02
L022,2024-01-29,160.03
L189,2024-01-07,39.29
L050,2024-01-01,181.34
L152,2024-01-08,124.86
L017,2024-01-26,137.44
L079,2024-01-16,135.82
L116,2024-01-01,14.08
L015,2024-01-11,198.01
L011,2024-01-13,33.96
L168,2024-01-22,133.16
L174,2024-01-28,219.19
L039,2024-01-24,146.94
L019,2024-01-02,185.19
L126,2024-01-21,9.67
L159,2024-01-02,64.46
L167,2024-01-05,8.52
L162,2024-01-02,226.64
L025,2024-01-15,154.75
L152,2024-01-03,205.36
L028,2024-01-04,126.8
L158,2024-01-08,20.46
L052,2024-01-14,87.65
L189,2024-01-22,103.49
L031,2024-01-22,146.11
L036,2024-01-11,209.92
L055,2024-01-25,16.17
L045,2024-01-11,20.49
L071,2024-01-05,190.6
L044,2024-01-23,95.63
L043,2024-01-15,64.69
L149,2024-01-02,37.68
L162,2024-01-20,97.15
L041,2024-01-01,220.51
L021,2024-01-01,6.77
L023,2024-01-23,164.68
L073,2024-01-14,174.91
L198,2024-01-16,174.63
L053,2024-01-05,161.76
L134,2024-01-15,105.95
L045,2024-01-20,174.46
L153,2024-01-06,180.71
L157,2024-01-03,158.66
L078,2024-01-12,107.6
L143,2024-01-08,52.02
L136,2024-01-04,156.64
L195,2024-01-18,129.35
L119,2024-01-25,158.48
L054,2024-01-09,18.0
L029,2024-01-26,41.56
L122,2024-01-16,48.2
L172,2024-01-30,15.56
L166,2024-01-12,74.84
L112,2024-01-09,86.9
L195,2024-01-15,15.61
L190,2024-01-02,231.59
L046,2024-01-06,197.45
L125,2024-01-17,33.44
L061,2024-01-24,113.98
L149,2024-01-11,107.67
L192,2024-01-22,225.1
L059,2024-01-25,31.98
L059,2024-01-04,63.09
L106,2024-01-28,53.99
L057,2024-01-03,120.39
L125,2024-01-02,223.17
L038,2024-01-07,232.33
L117,2024-01-06,99.9
L035,2024-01-15,181.36
L162,2024-01-12,244.01
L052,2024-01-11,36.17
L178,2024-01-19,19.61
L035,2024-01-04,213.65
L118,2024-01-14,46.94
L088,2024-01-08,222.17
L155,2024-01-06,198.44
L164,2024-01-20,226.87
L148,2024-01-18,214.48
L023,2024-01-14,214.96
L126,2024-01-28,248.94
L152,2024-01-16,210.06
L072,2024-01-01,183.85
L189,2024-01-28,65.43
L084,2024-01-14,146.97
L152,2024-01-05,228.87
L002,2024-01-14,245.15
L011,2024-01-16,184.7
L130,2024-01-02,109.3
L101,2024-01-16,203.38
L179,2024-01-27,29.01
L127,2024-01-08,25.36
L193,2024-01-01,174.82
L105,2024-01-07,37.51
L076,2024-01-08,163.67
L024,2024-01-01,122.55
L079,2024-01-06,177.31
L147,2024-01-24,148.0
L117,2024-01-15,194.1
L181,2024-01-13,50.31
L095,2024-01-21,118.75
L163,2024-01-01,215.79
L019,2024-01-13,223.89
L086,2024-01-17,13.01
L110,2024-01-25,71.1
L157,2024-01-18,145.93
L054,2024-01-26,172.74
L159,2024-01-29,87.25
L015,2024-01-17,236.6
L173,2024-01-12,222.55
L029,2024-01-13,94.57
L159,2024-01-02,94.56
L045,2024-01-21,141.9
L018,2024-01-18,178.79
L053,2024-01-05,245.41
L062,2024-01-18,32.82
L123,2024-01-24,235.09
L149,2024-01-28,239.98
L054,2024-01-25,187.53
L058,2024-01-11,91.41
L069,2024-01-17,171.66
L071,2024-01-02,20.53
L089,2024-01-15,124.13
L135,2024-01-27,35.06
L182,2024-01-18,171.19
L137,2024-01-29,76.6
L159,2024-01-12,200.98
L178,2024-01-26,244.63
L017,2024-01-07,223.52
L118,2024-01-03,24.64
L046,2024-01-10,239.77
L020,2024-01-04,45.37
L029,2024-01-23,41.25
L039,2024-01-28,55.04
L161,2024-01-01,76.83
L175,2024-01-18,233.27
L122,2024-01-12,107.93
L189,2024-01-21,10.26
L049,2024-01-03,10.4
L060,2024-01-27,237.12
L166,2024-01-11,105.86
L088,2024-01-21,163.28
L084,2024-01-16,150.37
L179,2024-01-17,211.27
L114,2024-01-15,79.5
L034,2024-01-29,198.39
L044,2024-01-26,68.7
L124,2024-01-12,242.83
L198,2024-01-28,16.59
L091,2024-01-10,116.7
L043,2024-01-20,231.41
L183,2024-01-18,74.89
L045,2024-01-27,178.49
L171,2024-01-26,42.6
L061,2024-01-04,15.08
L082,2024-01-19,35.99
L067,2024-01-12,50.2
L144,2024-01-23,13.5
L082,2024-01-12,41.25
L115,2024-01-18,243.99
L137,2024-01-10,34.77
L007,2024-01-13,233.11
L197,2024-01-05,237.21
L082,2024-01-05,6.05
L190,2024-01-18,244.02
L085,2024-01-21,177.84
L122,2024-01-29,76.01
L194,2024-01-19,168.39
L145,2024-01-24,227.19
L114,2024-01-11,173.84
L188,2024-01-16,225.54
L036,2024-01-22,139.99
L079,2024-01-01,103.4
L057,2024-01-15,92.56
L084,2024-01-02,154.0
L050,2024-01-19,133.98
L197,2024-01-09,52.95
L022,2024-01-18,213.12
L174,2024-01-22,239.62
L132,2024-01-13,52.64
L082,2024-01-20,153.24
L015,2024-01-30,168.36
L102,2024-01-05,180.41
L110,2024-01-12,99.6
L004,2024-01-10,89.51
L079,2024-01-15,219.2
L023,2024-01-07,183.32
L114,2024-01-24,248.19
L114,2024-01-10,45.13
L187,2024-01-29,108.84
L107,2024-01-05,209.7
L154,2024-01-03,40.19
L078,2024-01-16,247.15
L135,2024-01-11,21.2
L152,2024-01-25,97.06
L002,2024-01-14,161.51
L070,2024-01-14,47.85
L119,2024-01-23,144.14
L036,2024-01-07,50.57
L098,2024-01-10,140.7
L011,2024-01-27,207.43
L150,2024-01-10,126.05
L190,2024-01-15,60.01
L001,2024-01-05,69.36
L164,2024-01-27,160.96
L032,2024-01-21,168.15
L074,2024-01-14,48.95
L177,2024-01-21,64.96
L031,2024-01-25,72.92
L018,2024-01-20,187.66
L149,2024-01-16,143.57
L067,2024-01-21,173.05
L178,2024-01-27,34.3
L132,2024-01-24,145.94
L067,2024-01-06,147.51
L038,2024-01-11,117.96
L178,2024-01-05,92.56
L014,2024-01-09,93.49
L163,2024-01-30,239.01
L013,2024-01-10,76.46
L164,2024-01-30,23.82
L050,2024-01-25,158.87
L196,2024-01-04,151.7
L043,2024-01-18,84.04
L081,2024-01-27,212.02
L078,2024-01-09,172.93
L177,2024-01-12,28.48
L149,2024-01-12,206.71
L004,2024-01-05,131.95
L096,2024-01-25,123.8
L088,2024-01-30,228.14
L027,2024-01-07,42.87
L057,2024-01-27,51.16
L144,2024-01-20,173.96
L135,2024-01-28,135.36
L142,2024-01-23,190.3
L030,2024-01-14,117.82
L020,2024-01-04,205.62
L005,2024-01-16,90.31
L177,2024-01-12,39.06
L114,2024-01-29,246.96
L134,2024-01-25,242.68
L045,2024-01-23,79.65
L191,2024-01-27,34.06
L033,2024-01-28,175.09
L177,2024-01-08,80.32
L054,2024-01-05,245.37
L109,2024-01-23,191.94
L029,2024-01-03,9.61
L124,2024-01-25,110.66
L051,2024-01-04,13.03
L169,2024-01-17,150.33
L121,2024-01-04,227.59
L012,2024-01-03,78.9
L003,2024-01-25,28.64
L032,2024-01-30,152.44
L151,2024-01-29,54.01
L172,2024-01-12,12.17
L038,2024-01-28,187.82
L072,2024-01-19,90.22
L042,2024-01-28,127.66
L187,2024-01-20,64.25
L146,2024-01-03,29.28
L149,2024-01-25,8.43
L056,2024-01-23,51.93
L073,2024-01-06,225.91
L138,2024-01-01,243.53
L026,2024-01-30,57.43
L130,2024-01-28,178.4
L094,2024-01-23,149.4
L113,2024-01-22,239.65
L047,2024-01-27,91.93
L098,2024-01-14,57.5
L059,2024-01-14,32.65
L081,2024-01-04,119.15
L134,2024-01-05,126.47
L093,2024-01-23,75.63
L185,2024-01-02,25.15
L127,2024-01-04,99.27
L117,2024-01-20,185.36
L176,2024-01-27,113.77
L142,2024-01-14,76.19
L110,2024-01-07,214.91
L122,2024-01-22,95.02
L004,2024-01-22,125.45
L027,2024-01-13,112.32
L169,2024-01-22,25.83
L037,2024-01-13,103.15
L152,2024-01-04,186.65
L044,2024-01-03,94.11
L051,2024-01-11,54.06
L104,2024-01-04,62.05
L109,2024-01-24,127.28
L196,2024-01-23,192.66
L152,2024-01-09,190.29
L165,2024-01-13,92.24
L171,2024-01-20,237.78
L125,2024-01-17,73.33
L197,2024-01-15,31.47
L065,2024-01-16,126.83
L161,2024-01-05,12.28
L189,2024-01-02,208.43
L128,2024-01-22,11.55
L046,2024-01-13,153.12
L084,2024-01-05,79.17
L160,2024-01-04,191.24
L170,2024-01-25,132.39
L127,2024-01-26,119.18
L076,2024-01-22,126.99
L130,2024-01-09,137.9
L139,2024-01-18,9.33
L196,2024-01-02,247.72
L031,2024-01-13,115.28
L097,2024-01-15,117.62
L009,2024-01-06,141.38
L200,2024-01-10,221.75
L043,2024-01-16,110.52
L080,2024-01-23,100.32
L196,2024-01-04,144.37
L126,2024-01-22,140.68
L139,2024-01-19,120.11
L144,2024-01-28,43.3
L015,2024-01-13,69.53
L152,2024-01-13,156.15
L091,2024-01-25,244.56
L083,2024-01-02,11.9
L012,2024-01-05,210.05
L090,2024-01-26,186.8
L007,2024-01-25,223.38
L088,2024-01-13,28.85
L089,2024-01-12,105.92
L015,2024-01-22,64.84
L061,2024-01-21,81.46
L022,2024-01-30,173.56
L079,2024-01-04,87.71
L006,2024-01-18,84.9
L118,2024-01-22,216.53
L146,2024-01-17,225.85
L069,2024-01-01,175.51
L151,2024-01-01,246.51
L097,2024-01-19,100.62
L147,2024-01-04,203.04
L026,2024-01-23,170.4
L087,2024-01-16,128.18
L196,2024-01-22,88.19
L158,2024-01-10,94.02
L112,2024-01-07,126.75
L020,2024-01-27,213.33
L055,2024-01-10,69.96
L077,2024-01-19,103.5
L058,2024-01-20,187.01
L024,2024-01-23,211.83
L025,2024-01-19,87.53
L018,2024-01-19,201.29
L122,2024-01-14,56.39
L020,2024-01-21,206.82
L130,2024-01-26,78.48
L170,2024-01-18,81.77
L107,2024-01-13,66.56
L132,2024-01-15,169.53
L141,2024-01-06,220.82
L161,2024-01-23,131.47
L048,2024-01-19,127.3
L170,2024-01-27,186.84
L120,2024-01-09,234.6
L137,2024-01-26,155.53
L197,2024-01-30,111.26
L145,2024-01-24,158.56
L134,2024-01-07,94.25
L038,2024-01-08,41.87
L176,2024-01-25,78.57
L112,2024-01-14,83.07
L017,2024-01-21,54.87
L106,2024-01-09,206.81
L166,2024-01-06,67.83
L154,2024-01-08,104.44
L030,2024-01-05,52.02
L063,2024-01-26,207.67
L119,2024-01-16,142.16
L112,2024-01-14,163.5
L010,2024-01-07,44.04
L035,2024-01-01,68.31
L072,2024-01-22,139.92
L165,2024-01-28,15.35
L185,2024-01-16,196.65
L015,2024-01-28,224.64
L081,2024-01-20,78.0
L017,2024-01-29,239.0
L094,2024-01-22,166.07
L024,2024-01-13,236.07
L186,2024-01-27,39.44
L029,2024-01-19,184.95
L031,2024-01-17,167.73
L149,2024-01-25,233.23
L065,2024-01-16,221.72
L061,2024-01-20,34.96
L081,2024-01-11,208.92
L189,2024-01-13,202.43
L191,2024-01-08,234.2
L056,2024-01-05,31.17
L055,2024-01-09,112.67
L066,2024-01-28,149.42
L126,2024-01-18,96.8
L029,2024-01-11,138.71
L122,2024-01-22,65.35
L072,2024-01-29,197.15
L038,2024-01-12,121.43
L095,2024-01-27,80.5
L166,2024-01-29,153.42
L190,2024-01-22,200.74
L014,2024-01-23,229.78
L172,2024-01-08,66.98
L099,2024-01-10,161.54
L180,2024-01-12,226.27
L176,2024-01-04,136.05
L061,2024-01-28,113.39
L003,2024-01-30,240.38
L066,2024-01-10,27.11
L194,2024-01-08,77.87
L042,2024-01-30,112.52
L082,2024-01-29,204.0
L165,2024-01-14,198.38
L071,2024-01-28,24.62
L200,2024-01-16,120.42
L106,2024-01-30,211.09
L184,2024-01-14,219.81
L026,2024-01-27,44.28
L067,2024-01-17,21.26
L108,2024-01-20,183.66
L141,2024-01-24,85.06
L178,2024-01-01,191.68
L165,2024-01-21,50.02
L114,2024-01-26,162.07
L001,2024-01-13,54.02
L079,2024-01-11,146.07
L029,2024-01-06,66.15
L183,2024-01-25,208.5
L196,2024-01-05,212.51
L176,2024-01-14,199.2
L082,2024-01-15,122.2
L189,2024-01-05,68.87
L176,2024-01-19,207.56
L073,2024-01-07,25.68
